unique_id,dataset_index,task_number,eraser_size,remaining_mask,points,user_id,actual_MNIST_label,submitted_MNIST_label,task_duration
1399,1462,1,5,89,75,220,9,9,36404
1400,1472,5,25,31,25,214,1,1,18190
1401,1463,2,10,72,52,217,1,1,50579
1402,1476,6,40,30,28,214,3,3,8822
1403,1475,2,10,76,68,220,8,8,22843
1404,1468,2,10,63,43,210,5,5,51038
1405,1478,7,50,47,45,214,2,2,5894
1406,1472,3,16,36,22,218,1,0,37410
1407,1474,2,10,84,72,219,3,3,34874
1408,1481,8,80,48,48,214,5,5,4480
1409,1484,9,100,44,44,214,8,8,3829
1410,1477,3,16,53,43,217,4,4,27179
1411,1482,4,20,67,65,218,5,5,9473
1412,1485,10,200,0,0,214,5,5,3477
1413,1486,4,20,77,75,217,3,3,9035
1414,1479,3,16,55,45,220,0,0,27863
1415,1451,1,5,90,46,216,7,7,116982
1416,1482,3,16,77,69,219,5,5,23119
1417,1487,5,25,32,26,218,4,4,17012
1418,1488,5,25,61,59,217,6,6,9443
1419,1471,2,10,64,36,215,0,0,72141
1420,1480,3,16,38,24,210,7,7,39748
1421,1492,6,40,48,46,217,2,2,9047
1422,1492,6,40,37,33,218,2,4,14203
1423,1490,4,20,77,69,219,5,5,20162
1424,1489,4,20,47,37,220,0,0,26237
1425,1496,7,50,56,54,217,1,1,9635
1426,1498,7,50,36,34,218,4,4,5497
1427,1490,2,10,86,76,216,5,5,25994
1428,1501,8,80,20,18,217,0,0,7547
1429,1500,5,25,71,67,220,9,9,10589
1430,1502,8,80,16,14,218,0,0,5560
1431,1499,5,25,74,70,219,7,7,14104
1432,1505,9,100,13,11,218,8,8,5780
1433,1503,9,100,6,4,217,6,6,9447
1434,1505,6,40,48,46,220,8,8,7908
1435,1508,10,200,0,0,218,4,4,3934
1436,1508,10,200,0,-2,217,4,0,5975
1437,1509,7,50,39,37,220,5,5,9472
1438,1507,6,40,68,62,219,9,9,17241
1439,1512,8,80,44,42,220,0,4,7780
1440,1495,4,20,32,10,210,0,0,54988
1441,1514,9,100,31,29,220,5,5,4963
1442,1517,10,200,0,0,220,0,0,3625
1443,1515,1,5,100,96,223,6,6,14739
1444,1513,7,50,59,49,219,7,7,25504
1445,1520,8,80,76,74,219,6,6,8338
1446,1515,5,25,34,24,210,6,6,28958
1447,1503,3,16,50,24,216,6,6,66083
1448,1521,9,100,50,46,219,1,1,7174
1449,1522,6,40,32,26,210,9,9,16250
1450,1524,10,200,0,-2,219,5,5,5845
1451,1518,1,5,91,71,224,9,9,50221
1452,1523,4,20,60,54,216,7,7,19625
1453,1525,7,50,41,37,210,7,7,12963
1454,1528,8,80,48,44,210,1,1,11762
1455,1526,2,10,81,75,224,5,5,19869
1456,1529,9,100,50,46,210,3,3,10381
1457,1527,5,25,45,35,216,1,1,26083
1458,1530,3,16,63,57,224,0,0,17136
1459,1531,10,200,0,-2,210,2,2,9358
1460,1533,6,40,44,40,216,3,3,12468
1461,1534,4,20,56,52,224,8,8,13639
1462,1535,7,50,50,48,216,1,1,7865
1463,1536,5,25,50,46,224,6,6,10519
1464,1537,8,80,24,22,216,4,4,8647
1465,1539,9,100,13,11,216,2,2,7311
1466,1538,6,40,21,17,224,6,6,14704
1467,1540,10,200,0,0,216,6,6,4576
1468,1541,7,50,0,-4,224,4,4,14414
1469,1542,8,80,0,-2,224,8,8,7111
1470,1531,1,5,80,50,225,2,2,78759
1471,1544,9,100,0,-2,224,1,1,5527
1472,1547,10,200,0,0,224,7,7,4201
1473,1543,1,5,91,85,226,8,8,19313
1474,1546,2,10,76,70,225,4,4,19262
1475,1545,1,5,92,82,227,4,4,25687
1476,1550,2,10,93,91,227,2,2,7781
1477,1548,2,10,79,73,226,1,1,18472
1478,1549,3,16,53,45,225,2,7,21338
1479,1551,3,16,82,78,227,3,3,11235
1480,1552,3,16,62,56,226,9,4,15757
1481,1553,4,20,68,64,225,6,6,14375
1482,1555,4,20,63,61,226,9,9,9415
1483,1556,5,25,56,52,225,5,5,14730
1484,1554,4,20,86,78,227,4,4,24452
1485,1557,5,25,59,57,226,6,6,8841
1486,1559,5,25,83,81,227,3,3,7765
1487,1560,6,40,31,29,226,9,9,5711
1488,1558,6,40,34,30,225,2,2,13684
1489,1562,7,50,66,64,225,6,6,6717
1490,1562,7,50,47,45,226,6,6,6309
1491,1561,6,40,69,67,227,2,2,9556
1492,1565,8,80,36,34,226,4,4,5281
1493,1566,7,50,78,76,227,3,3,6311
1494,1564,8,80,12,8,225,7,7,10195
1495,1567,9,100,63,63,226,6,6,3974
1496,1568,9,100,25,23,225,4,4,5317
1497,1570,10,200,0,0,226,7,7,4143
1498,1571,10,200,0,0,225,0,0,4853
1499,1568,8,80,48,44,227,4,4,10143
1500,1573,9,100,63,61,227,2,2,6084
1501,1519,2,10,91,-21,223,8,1,284363
1502,1574,10,200,0,-4,227,9,8,11847
1503,1574,1,5,89,79,229,9,9,27946
1504,1577,2,10,82,78,229,5,5,13650
1505,1578,3,16,78,74,229,0,0,10010
1506,1579,4,20,79,77,229,1,1,8063
1507,1580,5,25,77,75,229,4,4,5360
1508,1581,6,40,69,65,229,3,3,11533
1509,1582,7,50,73,73,229,6,6,3991
1510,1583,8,80,72,72,229,3,3,3199
1511,1584,9,100,69,67,229,2,2,5090
1512,1585,10,200,25,25,229,9,9,4434
1513,1576,3,16,90,46,223,4,1,112279
1514,1572,1,5,79,25,228,2,2,135211
1515,1587,2,10,67,53,228,5,5,39512
1516,1590,1,5,88,70,231,0,0,46761
1517,1591,1,5,92,82,232,9,9,27322
1518,1595,2,10,79,73,231,2,2,17550
1519,1594,1,5,92,76,235,3,3,40166
1520,1598,3,16,64,60,231,8,8,13614
1521,1595,2,10,73,59,232,2,6,37038
1522,1601,4,20,70,68,231,1,1,7679
1523,1603,5,25,62,60,231,3,3,6438
1524,1602,3,16,71,65,232,2,2,19634
1525,1604,6,40,39,37,231,4,9,7787
1526,1593,1,5,92,62,234,8,3,76494
1527,1607,7,50,63,61,231,1,1,6231
1528,1609,8,80,56,56,231,2,2,2999
1529,1600,2,10,74,56,235,0,0,49035
1530,1610,9,100,25,25,231,9,9,4459
1531,1589,3,16,66,10,228,7,7,144574
1532,1605,4,20,77,69,232,0,0,24024
1533,1612,10,200,0,-2,231,9,9,5928
1534,1614,5,25,77,75,232,2,2,7922
1535,1608,2,10,81,69,234,7,7,33113
1536,1615,6,40,69,67,232,5,5,6997
1537,1611,3,16,84,72,235,3,3,30225
1538,1599,1,5,77,41,237,3,3,90588
1539,1617,7,50,75,71,232,6,6,13115
1540,1616,3,16,82,74,234,8,8,21909
1541,1620,8,80,72,68,232,9,9,10108
1542,1622,9,100,75,73,232,9,9,8087
1543,1621,4,20,81,75,234,8,8,16605
1544,1619,2,10,66,54,237,7,7,31378
1545,1623,10,200,0,-2,232,9,9,7222
1546,1624,5,25,78,72,234,2,2,16208
1547,1625,3,16,67,61,237,0,0,18327
1548,1626,6,40,76,72,234,0,0,12122
1549,1627,4,20,72,68,237,1,1,12977
1550,1628,7,50,77,73,234,4,4,11071
1551,1630,5,25,63,59,237,4,4,11997
1552,1631,8,80,68,66,234,3,3,6923
1553,1633,9,100,63,59,234,4,4,9836
1554,1633,6,40,45,41,237,4,4,11459
1555,1632,1,5,89,79,240,9,9,25273
1556,1635,10,200,0,-2,234,5,5,9599
1557,1635,7,50,47,43,237,5,5,10699
1558,1638,8,80,32,28,237,5,5,10245
1559,1637,2,10,80,74,240,6,6,19863
1560,1639,9,100,44,42,237,7,7,9662
1561,1629,1,5,87,61,239,2,2,69929
1562,1640,3,16,75,71,240,1,1,11700
1563,1642,10,200,0,-2,237,6,6,5557
1564,1641,1,5,90,76,241,8,8,37768
1565,1646,2,10,83,77,241,4,4,18452
1566,1643,2,10,83,59,239,9,9,60098
1567,1648,3,16,75,65,241,2,2,26454
1568,1650,4,20,73,71,241,5,5,9170
1569,1653,5,25,70,68,241,4,4,7187
1570,1654,6,40,71,69,241,1,1,5567
1571,1649,3,16,78,60,239,2,2,49924
1572,1655,7,50,61,55,241,7,7,14988
1573,1657,8,80,60,60,241,8,8,4334
1574,1659,9,100,44,44,241,9,9,4176
1575,1660,10,200,0,-2,241,2,2,4926
1576,1645,1,5,70,24,242,0,0,119271
1577,1656,4,20,80,62,239,7,7,49791
1578,1661,1,5,90,78,246,3,3,32851
1579,1664,2,10,76,72,246,0,0,14538
1580,1663,5,25,77,65,239,4,4,30581
1581,1665,3,16,64,60,246,1,1,14555
1582,1666,6,40,70,62,239,8,8,23552
1583,1658,1,5,77,41,245,1,1,94953
1584,1667,4,20,50,46,246,4,4,14039
1585,1670,5,25,60,58,246,5,6,7657
1586,1668,7,50,77,73,239,3,3,14883
1587,1672,6,40,44,42,246,4,4,6331
1588,1662,2,10,43,3,242,2,6,101358
1589,1674,7,50,44,42,246,9,9,8734
1590,1673,8,80,56,50,239,7,7,18268
1591,1671,1,5,99,91,247,6,6,22028
1592,1676,8,80,24,22,246,1,1,5256
1593,1680,9,100,50,48,246,1,1,4944
1594,1681,10,200,0,0,246,1,1,4498
1595,1678,2,10,99,93,247,0,7,15809
1596,1677,9,100,63,57,239,3,3,19426
1597,1669,2,10,83,61,245,6,6,59769
1598,1675,3,16,52,38,242,3,3,38553
1599,1683,3,16,92,88,247,9,9,11749
1600,1684,10,200,0,-6,239,9,9,18021
1601,1686,1,5,90,80,251,6,6,28840
1602,1679,1,5,85,67,248,2,2,48581
1603,1689,4,20,48,40,242,3,3,24688
1604,1687,3,16,55,41,245,7,7,38818
1605,1690,4,20,30,18,247,5,6,31263
1606,1692,2,10,87,81,248,4,4,17057
1607,1693,5,25,39,31,242,4,4,20771
1608,1695,5,25,41,35,247,9,9,15775
1609,1694,4,20,59,53,245,6,6,18158
1610,1691,2,10,70,58,251,5,5,34120
1611,1696,3,16,92,88,248,1,1,11646
1612,1685,1,5,74,50,250,4,4,61289
1613,1698,6,40,46,42,242,3,3,14190
1614,1699,6,40,61,57,247,1,7,10526
1615,1699,5,25,51,45,245,1,1,16416
1616,1701,4,20,58,54,248,0,0,14494
1617,1704,7,50,36,32,242,4,4,10714
1618,1703,2,10,76,72,250,1,1,13053
1619,1705,7,50,73,69,247,4,4,9826
1620,1706,6,40,42,38,245,6,6,12230
1621,1708,5,25,78,76,248,6,6,8074
1622,1709,8,80,24,22,242,0,0,9669
1623,1701,3,16,52,42,251,0,0,29526
1624,1711,8,80,72,68,247,2,2,10328
1625,1710,3,16,63,59,250,1,1,11466
1626,1712,7,50,38,36,245,0,0,7483
1627,1712,6,40,58,56,248,0,0,7786
1628,1714,9,100,25,23,242,2,2,8682
1629,1718,8,80,20,20,245,3,3,4855
1630,1719,7,50,67,65,248,7,7,5681
1631,1715,4,20,63,59,251,2,2,12477
1632,1716,9,100,25,21,247,1,1,10251
1633,1720,10,200,0,-2,242,9,9,5790
1634,1721,9,100,6,6,245,5,5,4452
1635,1717,4,20,52,48,250,1,1,11767
1636,1726,10,200,0,0,245,6,6,3621
1637,1727,5,25,56,54,250,2,2,6682
1638,1728,6,40,42,42,250,9,9,4422
1639,1729,7,50,36,36,250,0,0,3430
1640,1723,5,25,39,31,251,0,0,23365
1641,1723,8,80,0,-10,248,0,0,27199
1642,1731,8,80,40,40,250,6,6,2990
1643,1732,6,40,44,42,251,9,9,8126
1644,1733,9,100,69,69,250,9,9,3813
1645,1733,9,100,31,29,248,9,9,5886
1646,1735,7,50,59,57,251,2,3,7095
1647,1736,10,200,0,-2,250,9,9,6105
1648,1737,10,200,25,23,248,3,3,6109
1649,1738,8,80,52,52,251,4,4,3776
1650,1739,9,100,38,38,251,7,7,4968
1651,1740,10,200,25,25,251,9,0,3958
1652,1741,1,5,94,86,257,6,6,24833
1653,1743,2,10,85,81,257,9,9,10373
1654,1744,3,16,76,74,257,4,4,7730
1655,1745,4,20,83,81,257,8,8,5032
1656,1742,1,5,89,73,258,0,0,44813
1657,1747,5,25,75,73,257,7,7,5587
1658,1749,6,40,80,80,257,8,8,3872
1659,1750,7,50,81,79,257,6,6,6380
1660,1748,2,10,87,81,258,9,9,18587
1661,1751,8,80,64,62,257,9,9,8531
1662,1753,9,100,63,61,257,2,2,5651
1663,1746,1,5,93,77,259,7,7,40409
1664,1754,10,200,25,25,257,2,2,4586
1665,1730,1,5,93,33,256,7,7,150735
1666,1755,2,10,90,76,259,2,7,35666
1667,1752,3,16,81,59,258,5,5,57272
1668,1757,3,16,76,70,259,9,9,18347
1669,1756,2,10,88,70,256,3,3,46674
1670,1759,4,20,71,63,259,8,8,20389
1671,1760,3,16,83,73,256,8,8,26149
1672,1761,5,25,77,73,259,6,6,11998
1673,1763,6,40,81,79,259,4,4,8651
1674,1764,7,50,77,73,259,4,4,10627
1675,1762,4,20,75,63,256,4,4,31777
1676,1765,8,80,64,62,259,4,4,8755
1677,1758,4,20,66,30,258,8,0,90846
1678,1768,9,100,81,79,259,6,6,7882
1679,1765,1,5,92,82,260,4,4,25272
1680,1770,10,200,0,-2,259,7,7,7036
1681,1771,2,10,84,80,260,0,0,13324
1682,1769,5,25,76,66,258,0,0,24411
1683,1767,5,25,72,58,256,4,4,38483
1684,1773,3,16,65,61,260,8,8,13119
1685,1775,6,40,69,65,256,0,0,13462
1686,1774,6,40,71,63,258,2,2,21782
1687,1776,4,20,63,59,260,8,8,14117
1688,1777,7,50,75,71,256,8,8,11270
1689,1779,5,25,63,61,260,6,6,6614
1690,1778,7,50,70,66,258,3,3,12109
1691,1780,6,40,43,39,260,8,8,9945
1692,1781,8,80,72,70,258,6,6,7376
1693,1782,7,50,47,45,260,6,6,5870
1694,1783,9,100,75,73,258,8,8,6550
1695,1786,8,80,44,44,260,1,1,3711
1696,1787,9,100,63,63,260,1,1,3228
1697,1789,10,200,25,25,260,7,7,2957
1698,1787,10,200,0,-2,258,1,1,6848
1699,1783,1,5,94,88,262,8,8,16188
1700,1785,8,80,60,54,256,5,1,15196
1701,1790,2,10,91,87,262,8,8,10189
1702,1791,9,100,63,61,256,3,3,7054
1703,1793,3,16,84,82,262,8,8,8430
1704,1794,10,200,0,-4,256,9,9,10223
1705,1795,4,20,74,72,262,5,5,9594
1706,1796,5,25,84,82,262,0,0,6301
1707,1792,1,5,99,85,263,6,6,35393
1708,1797,6,40,79,77,262,0,0,5573
1709,1799,7,50,77,75,262,3,5,5822
1710,1799,2,10,98,96,263,3,7,5996
1711,1801,8,80,72,70,262,6,6,6002
1712,1803,9,100,56,54,262,7,7,5540
1713,1804,10,200,50,50,262,8,8,3918
1714,1802,3,16,93,83,263,6,0,24736
1715,1798,1,5,89,73,264,0,0,43632
1716,1806,4,20,98,96,263,5,1,5329
1717,1807,2,10,90,84,264,1,1,18744
1718,1809,3,16,85,79,264,3,3,15267
1719,1811,4,20,82,78,264,9,9,12166
1720,1772,1,5,98,4,261,7,3,239165
1721,1813,5,25,77,65,264,5,5,32307
1722,1816,6,40,81,79,264,1,1,8427
1723,1818,7,50,81,79,264,4,4,7505
1724,1819,8,80,80,78,264,0,0,8891
1725,1821,9,100,69,67,264,7,7,8712
1726,1822,10,200,50,48,264,1,1,6642
1727,1814,1,5,86,60,268,4,4,68151
1728,1817,1,5,87,59,269,5,5,73339
1729,1823,2,10,61,39,268,2,2,55654
1730,1824,2,10,77,59,269,5,5,47702
1731,1825,3,16,59,51,268,7,7,23199
1732,1826,3,16,66,54,269,9,9,30203
1733,1827,4,20,36,24,268,4,4,34932
1734,1830,5,25,63,59,268,6,6,11648
1735,1829,4,20,76,68,269,3,3,20106
1736,1831,6,40,22,16,268,1,1,15993
1737,1832,5,25,75,69,269,7,7,16486
1738,1834,7,50,42,40,268,5,5,9132
1739,1836,8,80,32,30,268,3,3,7756
1740,1833,1,5,92,84,272,7,7,20171
1741,1835,6,40,64,58,269,6,6,15143
1742,1815,2,10,92,-6,261,1,4,246324
1743,1837,9,100,13,9,268,0,2,12370
1744,1838,7,50,72,68,269,1,1,12031
1745,1838,2,10,88,84,272,1,1,14184
1746,1841,10,200,0,-2,268,2,2,5062
1747,1842,8,80,60,56,269,4,4,10924
1748,1843,3,16,82,78,272,3,3,10651
1749,1828,1,5,100,64,271,0,1,92962
1750,1845,4,20,74,72,272,4,4,8095
1751,1844,9,100,56,52,269,6,6,10324
1752,1847,5,25,80,78,272,5,5,6155
1753,1848,10,200,50,46,269,7,7,10206
1754,1849,6,40,51,47,272,6,6,14062
1755,1851,7,50,63,63,272,7,7,4371
1756,1852,8,80,56,52,272,2,2,14123
1757,1853,9,100,69,67,272,8,8,6072
1758,1854,10,200,0,-2,272,4,9,8389
1759,1840,3,16,84,44,261,4,4,103600
1760,1855,1,5,92,82,274,9,9,25709
1761,1860,2,10,87,83,274,1,1,11113
1762,1856,1,5,100,86,276,8,0,35550
1763,1858,4,20,88,74,261,7,2,35613
1764,1862,3,16,72,68,274,3,3,12928
1765,1861,1,5,98,86,278,2,6,31047
1766,1856,1,5,90,66,275,8,8,63208
1767,1863,5,25,80,66,261,3,3,35011
1768,1865,4,20,41,31,274,4,4,28964
1769,1866,2,10,85,79,278,6,6,19745
1770,1868,5,25,58,54,274,0,1,11132
1771,1867,2,10,77,69,275,5,5,23377
1772,1868,6,40,72,66,261,0,0,18718
1773,1871,6,40,45,43,274,7,7,7712
1774,1874,7,50,55,53,274,2,7,5310
1775,1870,3,16,66,56,278,3,3,29751
1776,1875,8,80,40,38,274,9,9,6785
1777,1872,3,16,75,71,275,3,3,14338
1778,1873,7,50,58,50,261,8,8,20761
1779,1877,9,100,31,29,274,0,0,7229
1780,1880,10,200,0,0,274,2,2,4263
1781,1878,4,20,63,59,275,9,9,11815
1782,1879,8,80,0,-6,261,1,1,16241
1783,1882,5,25,64,62,275,9,9,8874
1784,1883,9,100,0,-4,261,3,3,10533
1785,1884,6,40,63,61,275,9,9,5815
1786,1876,4,20,41,25,278,0,6,43458
1787,1885,10,200,0,-2,261,4,4,5248
1788,1886,7,50,36,34,275,6,6,5408
1789,1888,8,80,36,34,275,2,6,5135
1790,1890,9,100,50,50,275,6,6,3958
1791,1887,5,25,46,38,278,5,6,23672
1792,1892,10,200,0,0,275,6,6,3429
1793,1891,1,5,92,86,281,7,7,19196
1794,1893,6,40,39,31,278,8,8,22369
1795,1896,7,50,38,34,278,2,2,14211
1796,1895,2,10,71,63,281,9,9,22297
1797,1898,3,16,72,68,281,6,6,12481
1798,1897,8,80,0,-10,278,0,6,25253
1799,1900,4,20,71,69,281,2,2,6543
1800,1902,5,25,68,66,281,6,6,6039
1801,1901,9,100,19,15,278,8,8,12276
1802,1899,1,5,89,79,283,7,7,29237
1803,1903,6,40,51,49,281,9,9,7583
1804,1904,10,200,0,-4,278,0,0,10622
1805,1906,7,50,48,46,281,6,6,6031
1806,1907,8,80,40,38,281,0,0,7128
1807,1908,9,100,44,44,281,3,3,3686
1808,1905,2,10,72,64,283,9,9,21369
1809,1909,10,200,0,0,281,1,1,2709
1810,1910,3,16,80,72,283,1,1,20164
1811,1911,4,20,95,87,283,4,4,21807
1812,1913,5,25,90,80,283,5,6,26363
1813,1914,6,40,85,79,283,8,8,17613
1814,1915,7,50,70,64,283,1,1,18973
1815,1912,1,5,88,60,284,9,9,70391
1816,1916,8,80,60,56,283,0,0,13961
1817,1918,9,100,63,59,283,6,6,9821
1818,1917,2,10,74,66,284,6,6,21476
1819,1919,10,200,0,-2,283,7,7,6897
1820,1921,1,5,93,83,285,3,3,30037
1821,1920,3,16,28,2,284,2,9,65338
1822,1923,4,20,33,25,284,2,2,22894
1823,1925,5,25,34,26,284,9,4,22017
1824,1926,6,40,32,24,284,0,0,20980
1825,1929,7,50,19,15,284,5,5,12461
1826,1931,8,80,0,-8,284,6,4,23165
1827,1932,9,100,13,9,284,4,4,10387
1828,1933,10,200,0,-2,284,7,7,5666
1829,1927,1,5,78,38,287,0,0,103125
1830,1934,2,10,73,63,287,4,4,25716
1831,1935,3,16,74,70,287,3,3,12510
1832,1936,4,20,80,78,287,1,1,9472
1833,1937,5,25,82,78,287,9,9,13246
1834,1938,6,40,87,85,287,3,3,5826
1835,1939,7,50,73,71,287,9,9,8636
1836,1940,8,80,60,58,287,9,4,6867
1837,1941,9,100,81,79,287,3,3,5510
1838,1942,10,200,25,23,287,1,1,7264
1839,1944,1,5,91,81,291,7,3,28216
1840,1945,1,5,92,84,292,1,1,24851
1841,1946,2,10,63,51,291,7,7,33952
1842,1947,2,10,80,74,292,2,2,18874
1843,1949,3,16,78,74,292,9,4,11221
1844,1948,3,16,64,56,291,8,8,22133
1845,1950,4,20,67,63,291,9,4,11898
1846,1943,1,5,87,53,290,8,8,87690
1847,1950,4,20,66,60,292,9,4,16282
1848,1952,5,25,48,42,291,2,2,15655
1849,1953,5,25,54,50,292,7,7,10934
1850,1956,6,40,36,34,292,0,0,8505
1851,1957,7,50,52,50,292,6,6,6131
1852,1959,8,80,48,48,292,3,3,4897
1853,1960,9,100,50,48,292,9,9,5040
1854,1961,10,200,0,0,292,5,5,4103
1855,1962,1,5,91,83,295,9,9,24325
1856,1954,2,10,57,1,290,2,2,143054
1857,1966,1,5,88,76,297,8,8,32540
1858,1967,1,5,90,80,298,4,4,28376
1859,1969,2,10,72,64,297,0,0,23871
1860,1968,1,5,89,73,299,9,9,42328
1861,1972,3,16,79,75,297,2,2,9987
1862,1974,4,20,75,69,297,8,8,18311
1863,1973,2,10,82,74,299,4,8,24045
1864,1975,5,25,61,53,297,7,2,22101
1865,1976,3,16,72,66,299,4,4,16171
1866,1977,6,40,72,70,297,1,1,6131
1867,1978,4,20,75,71,299,5,5,10980
1868,1980,7,50,64,62,297,6,6,6249
1869,1982,8,80,60,58,297,7,1,5832
1870,1981,5,25,70,68,299,3,3,9250
1871,1983,9,100,50,48,297,7,7,8121
1872,1970,3,16,42,14,290,5,2,71095
1873,1979,1,5,89,77,300,4,4,34774
1874,1984,6,40,64,60,299,9,9,12314
1875,1985,10,200,25,23,297,6,6,7358
1876,1986,2,10,83,79,300,6,6,14061
1877,1987,7,50,70,66,299,2,2,12456
1878,1964,1,5,100,8,296,8,8,232231
1879,1990,8,80,64,62,299,6,6,8666
1880,1989,3,16,75,71,300,1,1,13837
1881,1992,9,100,50,48,299,4,4,6555
1882,1994,10,200,25,23,299,3,3,4948
1883,1993,4,20,57,51,300,5,5,16131
1884,1995,5,25,45,39,300,0,0,14992
1885,1996,6,40,37,33,300,5,5,11056
1886,1988,4,20,35,-7,290,2,7,104754
1887,2000,1,5,88,72,304,5,7,42467
1888,2002,5,25,45,37,290,8,8,24079
1889,2001,1,5,88,72,305,8,6,42757
1890,2003,2,10,78,70,304,4,4,21627
1891,1998,1,5,84,44,301,2,3,100864
1892,2005,2,10,81,75,305,6,6,17649
1893,2006,3,16,63,55,304,9,9,21979
1894,2009,3,16,72,68,305,0,0,11239
1895,1991,2,10,100,8,296,5,8,232315
1896,2011,4,20,77,75,305,3,3,7490
1897,2010,4,20,54,48,304,2,2,18632
1898,2004,6,40,0,-16,290,2,2,42326
1899,2012,5,25,88,86,305,1,1,5421
1900,2016,6,40,80,80,305,8,8,4534
1901,2017,7,50,56,54,305,2,2,5928
1902,2014,5,25,37,31,304,7,5,17675
1903,2015,7,50,52,50,290,1,8,8284
1904,2018,8,80,68,66,305,7,7,5073
1905,2019,6,40,31,29,304,2,2,9164
1906,2021,9,100,81,79,305,3,3,4792
1907,2007,2,10,68,38,301,7,7,75744
1908,2023,10,200,25,23,305,3,3,6262
1909,2022,7,50,31,29,304,2,3,8155
1910,2020,8,80,0,-6,290,6,3,9470
1911,2025,8,80,40,38,304,6,6,6292
1912,2027,9,100,25,25,304,7,7,4195
1913,2008,1,5,87,55,306,1,1,82276
1914,2028,10,200,0,0,304,5,5,4216
1915,2026,9,100,0,-2,290,8,7,6262
1916,2024,3,16,76,64,301,7,7,31457
1917,2030,10,200,0,-2,290,8,8,7367
1918,2029,2,10,77,69,306,3,3,23701
1919,2031,4,20,77,69,301,4,4,21816
1920,2033,5,25,79,71,301,9,4,20441
1921,2034,6,40,71,67,301,4,4,13479
1922,2032,3,16,85,67,306,4,4,46617
1923,2035,7,50,55,47,301,6,6,21773
1924,2037,8,80,56,52,301,5,5,12400
1925,2039,9,100,50,46,301,1,1,12912
1926,2040,10,200,0,-2,301,1,1,8696
1927,2035,4,20,71,45,306,6,6,67999
1928,2012,3,16,100,8,296,1,8,232547
1929,2041,5,25,79,65,306,9,9,39822
1930,2043,6,40,70,60,306,8,8,26166
1931,2044,7,50,75,71,306,6,6,13479
1932,2046,8,80,64,60,306,4,4,9888
1933,2047,9,100,63,61,306,1,1,9142
1934,2048,10,200,25,23,306,7,7,6762
1935,2049,1,5,88,68,309,5,5,52000
1936,2050,2,10,87,83,309,4,4,11135
1937,2051,3,16,64,60,309,0,0,13365
1938,2052,4,20,70,64,309,4,9,17361
1939,2053,5,25,72,70,309,2,2,8680
1940,2054,6,40,68,66,309,7,7,7214
1941,2055,7,50,70,68,309,7,7,5286
1942,2056,8,80,84,82,309,5,5,4920
1943,2057,9,100,69,69,309,8,8,3849
1944,2058,10,200,25,25,309,0,0,3752
1945,2058,1,5,80,38,310,0,2,109821
1946,2062,1,5,92,82,312,6,6,29948
1947,2060,2,10,64,34,310,9,9,76189
1948,2064,2,10,86,82,312,7,7,11741
1949,2066,3,16,80,76,312,0,0,10180
1950,2067,4,20,90,88,312,8,8,5910
1951,2068,5,25,83,79,312,8,8,12009
1952,2069,6,40,78,74,312,4,4,11060
1953,2065,3,16,36,14,310,2,0,57837
1954,2070,7,50,78,74,312,8,8,11471
1955,2072,8,80,72,70,312,4,4,8682
1956,2071,4,20,43,35,310,4,4,23480
1957,2074,9,100,75,73,312,3,2,7392
1958,2076,10,200,50,48,312,3,3,5782
1959,2075,5,25,43,37,310,2,2,16281
1960,2073,1,5,99,87,314,2,9,34848
1961,2078,6,40,39,35,310,2,2,12998
1962,2079,7,50,25,21,310,0,0,10520
1963,2082,8,80,8,6,310,0,0,6812
1964,2083,9,100,6,4,310,1,1,6257
1965,2084,10,200,0,0,310,0,0,4241
1966,2081,1,5,99,85,316,0,0,35440
1967,2079,2,10,94,64,314,0,9,76229
1968,2086,3,16,93,85,314,1,3,21080
1969,2085,2,10,60,42,316,2,3,49106
1970,2088,3,16,47,39,316,3,3,20554
1971,2087,4,20,93,83,314,3,4,25420
1972,2089,4,20,64,60,316,4,4,13879
1973,2089,5,25,95,89,314,4,1,18785
1974,2089,1,5,92,84,317,4,4,21578
1975,2092,5,25,30,24,316,3,3,17453
1976,2094,2,10,90,86,317,1,1,10157
1977,2095,6,40,43,39,316,7,7,11870
1978,2096,3,16,84,82,317,6,6,8709
1979,2093,6,40,79,67,314,6,5,32805
1980,2097,7,50,30,28,316,8,8,9140
1981,2098,4,20,72,68,317,3,7,11429
1982,2100,8,80,12,8,316,0,0,11057
1983,2103,9,100,13,13,316,1,1,4693
1984,2101,5,25,80,76,317,0,0,11637
1985,2099,7,50,73,65,314,9,6,20175
1986,2104,10,200,0,0,316,2,2,4120
1987,2105,8,80,52,46,314,2,2,19627
1988,2104,6,40,0,-8,317,2,0,21165
1989,2108,7,50,59,55,317,7,7,9832
1990,2110,8,80,72,70,317,1,1,7318
1991,2102,1,5,90,70,318,7,7,51153
1992,2108,9,100,6,-2,314,7,7,20643
1993,2111,9,100,63,61,317,5,5,8079
1994,2114,10,200,0,-2,317,3,3,5340
1995,2112,10,200,0,-6,314,0,0,15710
1996,2112,2,10,84,72,318,0,0,33885
1997,2115,3,16,79,71,318,7,7,22413
1998,2116,4,20,72,66,318,9,9,18315
1999,2117,5,25,77,73,318,8,8,10520
2000,2118,6,40,48,42,318,7,7,16962
2001,2119,7,50,70,68,318,9,9,7091
2002,2120,8,80,28,26,318,5,5,8415
